question,answer,source_file
"Sau khi giải quyết vấn đề, bạn nên thay đổi mật khẩu của các tài khoản quan trọng (email, ngân hàng trực tuyến) để bảo vệ thông tin cá nhân","['A. Đáp án: a) Đúng; b) Sai; c) Đúng; d) Đúng', 'B. 6.27_1+2+3+3_3+3+3+3_4. Chọn một trong hai ngôn ngữ python hoặc C ++ để tìm hiểu đoạn mã lệnh sau']",1763808399128-GdtxTinh_NguyenThiAiNhi_Matran_De_Dapan_Tinhoc2025_DaMaHoa.docx
Một số bạn học sinh nhận xét về đoạn mã lệnh trên như sau,"['A. Biểu thức so_nguyen % i==0 giúp xác định rằng giá trị trong biến so_nguyen chia hết cho i', 'B. Kết quả trả về của hàm thuộc kiểu dữ liệu logic (bool)', 'C. Việc kiểm tra chỉ từ 2 đến căn bậc hai của số giúp giảm số lần kiểm tra, làm cho hàm chạy nhanh hơn với các số lớn.']",1763808399128-GdtxTinh_NguyenThiAiNhi_Matran_De_Dapan_Tinhoc2025_DaMaHoa.docx
"Vòng lặp kiểm tra số từ 2 đến sqrt(so_nguyen) là rất tốt, nhưng có thể tối ưu thêm nếu ta kiểm tra các số chẵn đầu tiên (trong trường hợp so_nguyen > 2), vì tất cả các số chẵn lớn hơn 2 đều không phải là số nguyên tố. Do đó, ta có thể bỏ qua tất cả các số chẵn ngoài số 2.","['A. Đáp án: a) Đúng; b) Đúng; c) Đúng; d) Đúng', 'B. Phần riêng']",1763808399128-GdtxTinh_NguyenThiAiNhi_Matran_De_Dapan_Tinhoc2025_DaMaHoa.docx
Thí sinh chỉ chọn một trong hai phần sau: Thí sinh theo định hướng Khoa học máy tính làm câu 3 và 4; Thí sinh theo định hướng Tin học ứng dụng làm câu 5 và 6.,"['A. Định hướng Khoa học máy tính', 'B. 6.38.1+1+2+3_3+3+3+3_4. Trong các hệ thống kiểm tra trực tuyến, học máy có thể giúp phát hiện hành vi gian lận như sao chép bài kiểm tra hoặc sử dụng công cụ hỗ trợ. Một số học sinh đã có phát biểu về giải pháp trên như sau:', 'C. Học máy có thể hoàn toàn thay thế sự giám sát của con người trong các hệ thống kiểm tra trực tuyến', 'D. Hệ thống học máy sẽ gây phiền toái hoặc xâm phạm quyền riêng tư của người tham gia', 'E. Mô hình học máy có thể xác định các mẫu gian lận bằng cách phân tích các hành vi như thời gian trả lời nhanh chóng hoặc quá đều đặn.']",1763808399128-GdtxTinh_NguyenThiAiNhi_Matran_De_Dapan_Tinhoc2025_DaMaHoa.docx
"Phân tích các chuỗi hành động của người dùng, chẳng hạn như di chuyển chuột hoặc thời gian dừng lại ở mỗi câu hỏi, có thể giúp phát hiện gian lận trong quá trình làm bài.","['A. Đáp án: a) Sai; b) Sai; c) Đúng; d) Đúng', 'B. 6.35_1+1+2+3_3_4. Một học sinh đã viết đoạn mã lệnh sau đây:']",1763808399128-GdtxTinh_NguyenThiAiNhi_Matran_De_Dapan_Tinhoc2025_DaMaHoa.docx
Thẻ <img> trong đoạn mã lệnh trên để hiển thị hình ảnh được lưu với tên là “avatar.jpg” lên trang web,"['A. Thẻ <h1> được sử dụng để tạo tiêu đề chính cho trang web, giúp người dùng nhận diện nội dung trang ngay khi truy cập.', 'B. Hình ảnh vẫn hiển thị trên trang web dù tệp hình ảnh “avatar.jpg” và tệp html chứa đoạn mã lệnh trên đang được lưu trữ ở các thư mục khác nhau trên máy tính.']",1763808399128-GdtxTinh_NguyenThiAiNhi_Matran_De_Dapan_Tinhoc2025_DaMaHoa.docx
"Thẻ <a> được sử dụng để tạo một liên kết đến một địa chỉ email khi người dùng nhấp vào. Thuộc tính href=""mailto:nguyenvana@example.com"" sẽ mở ứng dụng email mặc định của người dùng và tạo một email mới gửi đến địa chỉ đó","['A. Đáp án: a) Đúng; b) Đúng; c) Sai; d) Đúng', 'B. Định hướng Tin học ứng dụng', 'C. 6.36_1+1+2+3_3_4. Học sinh cần tạo một trang web giới thiệu các sản phẩm của cửa hàng. Các sản phẩm bao gồm ảnh, tên, giá và mô tả. Mục tiêu là sử dụng CSS để bố trí các sản phẩm thành các cột và tạo kiểu cho chúng.']",1763808399128-GdtxTinh_NguyenThiAiNhi_Matran_De_Dapan_Tinhoc2025_DaMaHoa.docx
Có một số nhận định sau về sử dụng CSS để xây dựng trang web trên:,['A. Sử dụng CSS để tạo lưới (grid) hoặc bố cục dạng cột (flexbox) cho các sản phẩm.'],1763808399128-GdtxTinh_NguyenThiAiNhi_Matran_De_Dapan_Tinhoc2025_DaMaHoa.docx
"CSS Flexbox là một phương pháp linh hoạt và dễ dàng mở rộng. Nếu muốn thay đổi số lượng sản phẩm trong một hàng, chỉ cần thay đổi thuộc tính justify-content hoặc thêm các thuộc tính CSS mới mà không cần thay đổi cấu trúc HTML.","['A. Đáp án: a) Đúng; b) Đúng; c) Đúng; d) Đúng.', 'B. 6.30_1+1+2+3_3_4. Hệ thống quản lý đơn hàng cho cửa hàng bán hàng trực tuyến. Thông tin về khách hàng, sản phẩm và đơn hàng được lưu trữ.', 'C. Các thực thể:', 'D. KhachHang: thông tin về khách hàng (MaKhachHang, HoTen, DiaChi, SoDienThoai).', 'E. SanPham: thông tin về sản phẩm (MaSanPham, TenSanPham, Gia, SoLuong).', 'F. DonHang: thông tin về đơn hàng (MaDonHang, MaKhachHang, NgayDatHang, TongTien).', 'G. ChiTietDonHang: thông tin chi tiết đơn hàng (MaDonHang, MaSanPham, SoLuong, Gia).', 'H. Mối quan hệ:', 'I. KhachHang - DonHang: Quan hệ ""một khách hàng có thể có nhiều đơn hàng"" (1:N).', 'J. DonHang - ChiTietDonHang: Quan hệ ""một đơn hàng có thể có nhiều chi tiết"" (1:N).', 'K. SanPham - ChiTietDonHang: Quan hệ ""một sản phẩm có thể xuất hiện trong nhiều chi tiết đơn hàng"" (1:N).']",1763808399128-GdtxTinh_NguyenThiAiNhi_Matran_De_Dapan_Tinhoc2025_DaMaHoa.docx
Một số bạn có các ý kiến về việc tổ chức và khai thác cơ sở dữ liệu trên như sau:,"['A. Việc tổ chức dữ liệu trong các bảng như KhachHang, SanPham, DonHang, và ChiTietDonHang giúp phân loại và quản lý thông tin một cách rõ ràng. Mỗi bảng lưu trữ thông tin cụ thể và có mối quan hệ rõ ràng giữa các bảng.', 'B. Trường MaKhachHang trong bảng KhachHang là khóa ngoại liên kết  đến bảng DonHang']",1763808399128-GdtxTinh_NguyenThiAiNhi_Matran_De_Dapan_Tinhoc2025_DaMaHoa.docx
"Cửa hàng có thể bổ sung thêm thông tin về trạng thái của đơn hàng (chưa giao, đã giao, đang xử lý, v.v.) để theo dõi quá trình từ khi khách hàng đặt hàng đến khi đơn hàng được giao. Điều này giúp tối ưu hóa quy trình xử lý đơn hàng và nâng cao sự hài lòng của khách hàng.","['A. Đáp án: a) Đúng; b) Sai; c) Đúng; d) Đúng.', 'B. ---------\tHẾT---------', 'C. Thí sinh không sử dụng tài liệu.', 'D. Giám thị không giải thích gì thêm.', 'E. MA TRẬN (Có thể làm trong file Excel đính kèm)', 'F. Mức độ: Nhận biết 40%, Thông hiểu 30%, Vận dụng 30%, trong đó kiến thức lớp 12 từ 70% - 80%, lớp 10 + 11 từ 20% - 30%.']",1763808399128-GdtxTinh_NguyenThiAiNhi_Matran_De_Dapan_Tinhoc2025_DaMaHoa.docx
