question,answer,source_file
Câu 12:,"['A. 7.17_1_1_1. Đặc trưng nào thể hiện mối quan hệ dinh dưỡng trong quần xã?', 'A. Thành phần loài.\t\tB. Cấu trúc tuổi.\t\tC. Chuỗi và lưới thức ăn.\t\t\tD. Mật độ cá thể.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 13.  Các nguyên tố hoá học tham gia trong thành phần của phân tử ADN là:,"['A. C, H, O, Na, S\t\t\t\tB. C, H, O, N, P\t\t\t\tC. C, H, O, P\t\t\tD. C, H, N, P, Mg']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 14. Cho biết các codon mã hóa các axit amin tương ứng như sau: GGG – Gly; XXX – Pro; GXU – Ala; XGA- Arg; UXG – Ser; AGX – Ser. Một đoạn mạch gốc của một gen ở vi khuẩn có trình tự các nucleotit là 5’ AGXXGAXXXGGG 3’. Nếu đoạn mạch gốc này mang thông tin mã hóa cho đoạn polipeptit có 4 axit amin thì trình tự của 4 axit amin đó là:,"['A. Pro – Gly – Ser – Ala.\t\t\t\tB. Ser – Ala – Gly – Pro.', 'C. Gly – Pro – Ser – Arg.\t\t\t\tD. Ser – Arg – Pro – Gly.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"Câu 15.   Ở vi khuẩn E.coli, giả sử có 6 chủng đột biến sau đây:","['A. - Chủng I: Đột biến ở gen cấu trúc A làm cho phân tử prôtêin do gen này qui định tổng hợp bị mất chức năng', 'B. - Chủng II: Đột biến ở gen cấu trúc Z làm cho phân tử prôtêin do gen này qui định tổng hợp bị mất chức năng', 'C. - Chủng III: Đột biến ở gen cấu trúc Y làm cho phân tử prôtêin do gen này qui định tổng hợp bị mất chức năng', 'D. - Chủng IV: Đột biến ở gen điều hòa R làm cho phân tử prôtêin do gen này qui định tổng hợp bị mất chức năng', 'E. - Chủng V: Đột biến ở gen điều hòa R làm cho gen này mất khả năng phiên mã', 'F. - Chủng VI: Đột biến ở vùng khởi động (P) của Operan làm cho vùng này bị mất chức năng.', 'G. Khi môi trường có đường lactozo, có bao nhiêu chủng có gen cấu trúc Z, Y, A không phiên mã?', 'A. 3\t\t\t\t\tB. 2\t\t\t\t\tC. 1\t\t\t\tD. 4']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 16. Sự khác nhau giữa đột biến và thể đột biến là:,"['A. đột biến là những biến đổi trong vật chất di truyền, còn thể đột biến là cơ thể mang đột biến đã biểu hiện ra kiểu hình.', 'B. đột biến là do biễn đổi trong vật chất di truyền, còn thể đột biến là cơ thể mang đột biến gen lặn tiềm ẩn ở trạng thái dị hợp tử.', 'C. đột biến luôn xảy ra ở sinh vật, còn thể đột biến chỉ có trong quá trình phân bào tạo ra các giao tử không tham gia thụ tinh.', 'D. đột biến là do biến đổi trong vật chất di truyền, còn thể đột biến là cơ thể mang đột biến gen ở trạng thái dị hợp.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 17:  Phát biểu nào dưới đây là không đúng về quần thể?,"['A. Một tập hợp các cá thể cùng loài, sống trong cùng khu vực địa lí, ở cùng một thời điểm, có khả năng giao phối với nhau tạo ra đời con hữu thụ.', 'B. Một tập hợp các cá thể cùng loài, trải qua một quá trình lịch sử, cùng chung sống trong một khoảng không gian xác định, có thể sinh sản ra thế hệ sau hữu thụ.', 'C. Tập hợp cá thể của cùng một loài, có cùng khu phân bố ổn định, tồn tại trong một khoảng thời gian xác định và có khả năng giao phối với nhau để sinh con hữu thụ.', 'D. Một tập hợp các cá thể cùng loài, trải qua một quá trình lịch sử, cùng chung sống trong một khoảng không gian xác định, có thể sinh sản ra thế hệ sau khỏe mạnh.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"Câu 18:  Trong các quần thể sau đây, quần thể nào đang đạt trạng thái cân bằng di truyền theo định luật Hardy – Weinberg?","['A. 0,42 BB: 0,48 Bb: 0,1 bb.\t\t\t\tB. 0,25 BB: 0,5 Bb: 0,25 bb.', 'C. 0,6 BB: 0,1 Bb: 0,3 bb.\t\t\t\t\tD. 100% Bb.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"Câu 1. Tạo gống cà chua chuyển gene kháng virus, giống lúa vàng chuyển gene tổng hợp β-caroten, sâm đất chuyển gene sản xuất nhóm flavonoid được dùng để điều trị bệnh. Mỗi nhận định sau đây là Đúng hay Sai về thành tựu công nghệ gene này?","['A. Đây là các thành tựu về công nghệ chuyển gene ở động vật.', 'B. Dựa trên nguyên lí tạo DNA tái tổ hợp. C. DNA tái tổ hợp của giống cà chua, gống lúa vàng gồm hai gene đến từ hai loài khác nhau.', 'D. Để chuyển gene vào tế bào sinh vật này có thể dùng súng bắn gene, chuyển gene trực tiếp qua ống phấn, vi tiêm ở tế bào trần, dùng virus.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"Câu 2. Hình dưới đây mô tả về một loài tảo biển Zooxanthellae đặc biệt sống trong các polyp san (A), (B) san hô bị tẩy trắng, (C) loài san hô khoẻ mạnh. Tảo quang hợp cung cấp cho san hô các hợp chất carbon, nitrogen, oxygen. Ngược lại, san hô cung cấp carbon dioxit và amoniac mà tảo cần để quang hợp.","['A. (A)              (B)            (C)', 'B. a. Zooxanthellae và san hô có mối quan hệ hợp tác, cả hai đều có lợi. Nếu Zooxanthellae bị đẩy ra khỏi các polyp san hô thì san hô sẽ chết và các Zooxanthellae không có điều kiện sinh trưởng, phát triển.', 'C. b. Khi gặp các điều kiện bất lợi (stress) như: nhiệt độ môi trường nước biển tăng lên 1- 2°C, độ mặn của nước biển tăng,... các polyp san hô sẽ đẩy các tảo sống trong mô của chúng ra khỏi cơ thể. San hô bị tẩy trắng vẫn tiếp tục sống nhưng sẽ bắt đầu chết dần vì không có thức ăn (hợp chất hữu cơ, nitrogen, oxygen).', 'D. c. Để san hô có thể phục hồi sau khi bị tẩy trắng, cần có tảo quay lại sống trong các mô của polyp san hô, khi đó tảo sẽ thực hiện quá trình quang hợp duy trì sự sống cho san hô.', 'E. d. Trước xu hướng có sự sự ấm lên toàn cầu, nồng độ carbon dioxide ngày càng cao, các rạn san hô được dự đoán là sẽ ngày càng trở nên hiếm hoi do bị ""tẩy trắng"" và chết.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"Câu 3. Cây Đước, một loại cây phổ biến sống ở vùng ngập mặn, cửa biển ở Việt Nam có khả năng thích nghi khi sống ở nơi có độ mặn cao. Dựa vào những hiểu biết về cấu tạo cây đước hãy cho biết mỗi nhận định sau là đúng hay sai khi nói về nguyên nhân giúp chúng thích nghi với môi trường có độ mặn cao như vậy","['A. a) Lá có tuyến tiết muối ở trên, đảm bảo lượng muối thừa không đầu độc cây.', 'B. b) Rễ dài và vững chắc, có nhiều lỗ khí giúp cây bám và hô hấp hiệu quả.', 'C. c) Rễ cây Đước có hệ thống vòi hút khí mọc đâm sâu xuống dưới giúp chúng dễ hô hấp khi ngập nước.', 'D. d) Không bào ở tế bào lông hút có nồng độ chất tan thấp, giúp cây dễ hút nước.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"- Thí nghiệm 1: Dòng hoa đỏ có kiểu gene AA khi được trồng ở điều kiện 350C cho kiểu hình hoa trắng, sau đó đem thế hệ sau của cây hoa trắng trồng ở điều kiện 200C lại cho hoa màu đỏ.",['A. - Thí nghiệm 2: Dòng hoa trắng có kiểu gene aa chỉ cho một loại hoa trắng khi được trồng ở nhiệt độ 200C hay 350C.'],1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Mỗi nhận định sau đây là Đúng hay Sai về thí nghiệm nghiệm này?,"['A. a. Đây là thí nghiệm nghiên cứu sự ảnh hưởng của kiểu gene lên sự biểu hiện màu sắc của hoa anh thảo.', 'B. b. Bố mẹ không di truyền cho con kiểu hình sẵn có mà di truyền cho con kiểu gene.', 'C. c. Màu sắc của hoa do kiểu gene quy định sinh trưởng và phát triển trong điều kiện môi trường sống khác nhau sẽ biểu hiện thành kiểu hình khác nhau.', 'D. d. Hiện tượng thay đổi màu hoa của cây có kiểu gen AA trước các điều kiện môi trường khác nhau gọi là thường biến.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 1. Cho các dữ liệu sau:,"['A. (1) Sinh vật bằng đá được tìm thấy trong lòng đất.', 'B. (2) Xác của các Pharaon trong kim tự tháp Ai Cập vẫn còn bảo quản tương đối nguyên vẹn.', 'C. (3) Xác sâu bọ được phủ kín trong nhựa hổ phách còn giữ nguyên màu sắc.', 'D. (4) Xác của voi mamut còn tươi trong lớp băng.', 'E. (5) Rìu bằng đá của người cổ đại.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 4. Cho các ứng dụng sau:,"['A. 1. Công nghệ sinh học, y học và nghiên cứu đều sử dụng rộng rãi chúng.', 'B. 2. Nó được sử dụng để tạo ra các phương pháp trị liệu tái tổ hợp như insulin người, interferon và hormone tăng trưởng cũng như vắc xin.', 'C. 3. Nó được sử dụng trong nông nghiệp để tạo ra các loại cây trồng có khả năng kháng côn trùng.', 'D. 4. Nó được sử dụng trong việc tạo ra động vật chuyển gen.', 'E. 5. Nó tạo ra các yếu tố đông máu được sử dụng để điều trị bệnh máu khó đông.', 'F. 6. Tổ hợp vật chất di truyền của thế hệ trước để tạo ra tính trạng tốt ở đời con.', 'G. Hãy xác định số ứng dụng từ công nghệ gene?']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"Câu 6.  Hệ thống canh tác lúa hữu cơ kết hợp vịt và cá là một hệ sinh thái nhân tạo được thiết kế để đảm bảo sự bền vững trong nông nghiệp. Hệ sinh thái này bao gồm sự kết hợp hài hòa giữa các thành phần sinh vật như cây lúa (Oryza sativa), vịt (Anas platyrhynchos), cá chép (Cyprinus carpio), tảo Azolla và các vi sinh vật phân giải trong đất. Các loài này tương tác với nhau để tạo ra một môi trường canh tác hiệu quả, không cần sử dụng phân bón hóa học, thuốc diệt cỏ hay thuốc trừ sâu.","['A. Xác định số sinh vật sản xuất trong hệ sinh thái nhân tạo này?', 'B. ------ HẾT ------', 'C. MÃ HÓA CÂU HỎI']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 1:,"['A. 1.1_1_1_1. Tế bào là đơn vị cấu trúc của mọi cơ thể sinh vật vì', 'A.\xa0mọi cơ thể sinh vật đều được cấu tạo từ một hoặc nhiều tế bào.', 'B.\xa0mọi cơ thể sinh vật đều được cấu tạo từ nhiều tế bào.', 'C.\xa0các hoạt động sống cơ bản đều được thực hiện ở tế bào, hoạt động sống ở cấp độ tế bào là nền tảng cho hoạt động sống ở cấp độ cơ thể.', 'D.\xa0các hoạt động sống cơ bản đều được thực hiện ở tế bào, hoạt động sống ở cấp độ cơ thể là nền tảng cho hoạt động sống ở cấp độ tế bào.', 'F. Đáp án: A']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 2:,"['A. 1.1_1_1_1. Bệnh nào sau đây liên quan đến sự thiếu hụt nguyên tố vi lượng?', 'A.\xa0Bệnh bướu cổ.', 'B.\xa0Bệnh còi xương.', 'C.\xa0Bệnh cận thị.', 'D.\xa0Bệnh tự kỉ.', 'F. Đáp án: A']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 3:,"['A. 3.7_1_1_1. Quá trình tiêu hóa thức ăn trong hệ tiêu hóa của người diễn ra theo trình tự nào dưới đây?', 'A. Miệng → thực quản → dạ dày → ruột non → ruột già→ hậu môn.', 'B. Miệng → ruột non→ dạ dày→ hầu → ruột già→ hậu môn.', 'C. Miệng → ruột non→ thực quản → dạ dày → ruột già → hậu môn.', 'D. Miệng → dạ dày → ruột non → thực quản → ruột già → hậu môn.', 'F. Đáp án: A']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 4:,"['A. 3.6_1_1_1. Các yếu tố chủ yếu ảnh hưởng đến quang hợp ở thực vật là', 'A. ánh sáng, chất khoáng và khí O2.', 'B. ánh sáng, khí CO2\xa0và nhiệt độ.', 'C. ánh sáng, khí O2\xa0và độ pH.', 'D. Khí O2, độ pH và nhiệt độ.', 'F. Đáp án: B']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 5:,"['A. 6.16_1_1_1. Xác côn trùng trong hổ phách được phát hiện có từ đại Cổ sinh thuộc bằng chứng tiến hóa nào sau đây?', 'A. Hóa thạch.', 'B. Tế bào học.', 'C. Sinh học phân tử.', 'D. Giải phẫu so sánh.', 'F. Đáp án: A']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 6:,"['A. 6.16_1_1_1. Theo Darwin, sự đa dạng của các giống vật nuôi và cây trồng là kết quả của quá trình', 'A. chọn lọc nhân tạo.', 'B. chọn lọc tự nhiên.', 'C. phát sinh biến dị cá thể.', 'D. chăm sóc, nuôi dưỡng của con người.', 'F. Đáp án: A']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 7:,"['A. 6.16_1_1_1. Ở một loài thực vật giao phấn, các hạt phấn của quần thể 1 theo gió bay sang quần thể 2 và thụ phấn cho các cây của quần thể 2. Đây là một ví dụ về', 'A. phiêu bạt di truyền.', 'B. di - nhập gene.', 'C. giao phối không ngẫu nhiên.', 'D. chọn lọc tự nhiên.', 'F. Đáp án: A']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 8:,"['A. 6.16_1_1_1. “Quá trình tiến hoá hình thành các hợp chất hữu cơ từ các chất vô cơ, xảy ra khi Trái Đất mới được hình thành” được gọi là:', 'A. Tiến hóa vật lí', 'B. Tiến hóa sinh học', 'C. Tiến hóa tiền hóa học', 'D. Tiến hoá hoá học', 'F. Đáp án: D']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 9.,"['A. 6.16_1_2_1. Cơ quan thoái hóa mặc dù không có chức năng gì nhưng vẫn được duy trì qua rất nhiều thế hệ mà không bị chọn lọc tự nhiên đào thải. Giải thích nào dưới đây\xa0không\xa0hợp lý?', 'A. Gene quy định cơ quan thoái hóa liên kết chặt với những gene quy định các chức năng quan trọng.', 'B. Cơ quan thoái hóa là những cơ quan có hại.', 'C. Cơ quan thoái hóa không chịu sự tác động của chọn lọc tự nhiên.', 'E. Đáp án: B']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 10:,"['A. 6.16_1_3_1. Cho các cơ quan sau: răng cửa, răng khôn, xương cùng, ruột thừa, dạ dày, xương chậu. Có bao nhiêu cơ quan thoái hóa ở người?', 'A. 2', 'B. 3', 'C. 4', 'D. 5', 'F. Đáp án: C']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 11:,"['A. 7.17_1_1_1. Môi trường sống của sinh vật gồm có:', 'B. Đất, nước, không khí', 'C. Đất, nước, không khí, sinh vật', 'D. Đất, nước, không khí, trên cạn', 'E. Đất, nước, trên cạn, sinh vật', 'F. Đáp án: B']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 12:,"['A. 7.17_1_1_1. Đặc trưng nào thể hiện mối quan hệ dinh dưỡng trong quần xã?', 'A. Thành phần loài.', 'B. Cấu trúc tuổi.', 'C. Chuỗi và lưới thức ăn.', 'D. Mật độ cá thể.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 13.,"['A. 5.11_1_1_1. Các nguyên tố hoá học tham gia trong thành phần của phân tử ADN là:', 'A. C, H, O, Na, S', 'B. C, H, O, N, P', 'C. C, H, O, P', 'D. C, H, N, P, Mg']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 14.,"['A. 5.11_1_3_1. Cho biết các codon mã hóa các axit amin tương ứng như sau: GGG – Gly; XXX – Pro; GXU – Ala; XGA- Arg; UXG – Ser; AGX – Ser. Một đoạn mạch gốc của một gen ở vi khuẩn có trình tự các nucleotit là 5’ AGXXGAXXXGGG 3’. Nếu đoạn mạch gốc này mang thông tin mã hóa cho đoạn polipeptit có 4 axit amin thì trình tự của 4 axit amin đó là:', 'A. Pro – Gly – Ser – Ala.', 'B. Ser – Ala – Gly – Pro.', 'C. Gly – Pro – Ser – Arg.', 'D. Ser – Arg – Pro – Gly.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 15.,"['A. 5.11_1_3_1. Ở vi khuẩn E.coli, giả sử có 6 chủng đột biến sau đây:', 'B. - Chủng I: Đột biến ở gen cấu trúc A làm cho phân tử prôtêin do gen này qui định tổng hợp bị mất chức năng', 'C. - Chủng II: Đột biến ở gen cấu trúc Z làm cho phân tử prôtêin do gen này qui định tổng hợp bị mất chức năng', 'D. - Chủng III: Đột biến ở gen cấu trúc Y làm cho phân tử prôtêin do gen này qui định tổng hợp bị mất chức năng', 'E. - Chủng IV: Đột biến ở gen điều hòa R làm cho phân tử prôtêin do gen này qui định tổng hợp bị mất chức năng', 'F. - Chủng V: Đột biến ở gen điều hòa R làm cho gen này mất khả năng phiên mã', 'G. - Chủng VI: Đột biến ở vùng khởi động (P) của Operan làm cho vùng này bị mất chức năng.', 'H. Khi môi trường có đường lactozo, có bao nhiêu chủng có gen cấu trúc Z, Y, A không phiên mã?', 'A. 3', 'B. 2', 'C. 1', 'D. 4']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 16.,"['A. 5.11_1_1_1. Sự khác nhau giữa đột biến và thể đột biến là:', 'A. đột biến là những biến đổi trong vật chất di truyền, còn thể đột biến là cơ thể mang đột biến đã biểu hiện ra kiểu hình.', 'B. đột biến là do biễn đổi trong vật chất di truyền, còn thể đột biến là cơ thể mang đột biến gen lặn tiềm ẩn ở trạng thái dị hợp tử.', 'C. đột biến luôn xảy ra ở sinh vật, còn thể đột biến chỉ có trong quá trình phân bào tạo ra các giao tử không tham gia thụ tinh.', 'D. đột biến là do biến đổi trong vật chất di truyền, còn thể đột biến là cơ thể mang đột biến gen ở trạng thái dị hợp.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 17:,"['A. 7.17_1_1_1. Phát biểu nào dưới đây là không đúng về quần thể?', 'A. Một tập hợp các cá thể cùng loài, sống trong cùng khu vực địa lí, ở cùng một thời điểm, có khả năng giao phối với nhau tạo ra đời con hữu thụ.', 'B. Một tập hợp các cá thể cùng loài, trải qua một quá trình lịch sử, cùng chung sống trong một khoảng không gian xác định, có thể sinh sản ra thế hệ sau hữu thụ.', 'C. Tập hợp cá thể của cùng một loài, có cùng khu phân bố ổn định, tồn tại trong một khoảng thời gian xác định và có khả năng giao phối với nhau để sinh con hữu thụ.', 'D. Một tập hợp các cá thể cùng loài, trải qua một quá trình lịch sử, cùng chung sống trong một khoảng không gian xác định, có thể sinh sản ra thế hệ sau khỏe mạnh.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 18:,"['A. 7.17_1_2_1. Trong các quần thể sau đây, quần thể nào đang đạt trạng thái cân bằng di truyền theo định luật Hardy – Weinberg?', 'A. 0,42 BB: 0,48 Bb: 0,1 bb.\tB. 0,25 BB: 0,5 Bb: 0,25 bb.', 'C. 0,6 BB: 0,1 Bb: 0,3 bb.\tD. 100% Bb.']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 1.,"['A. 5.11_1+2+3+3_1+2+3+2_4. Tạo gống cà chua chuyển gene kháng virus, giống lúa vàng chuyển gene tổng hợp β-caroten, sâm đất chuyển gene sản xuất nhóm flavonoid được dùng để điều trị bệnh. Mỗi nhận định sau đây là Đúng hay Sai về thành tựu công nghệ gene này?', 'A. Đây là các thành tựu về công nghệ chuyển gene ở động vật. Sai', 'B. Dựa trên nguyên lí tạo DNA tái tổ hợp. Đúng', 'C. DNA tái tổ hợp của giống cà chua, gống lúa vàng gồm hai gene đến từ hai loài khác nhau. Đúng', 'D. Để chuyển gene vào tế bào sinh vật này có thể dùng súng bắn gene, chuyển gene trực tiếp qua ống phấn, vi tiêm ở tế bào trần, dùng virus. Đ']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 2.,"['A. 7.17_1+3+2+3_1+2+2+3_4. Hình dưới đây mô tả về một loài tảo biển Zooxanthellae đặc biệt sống trong các polyp san (A), (B) san hô bị tẩy trắng, (C) loài san hô khoẻ mạnh. Tảo quang hợp cung cấp cho san hô các hợp chất carbon, nitrogen, oxygen. Ngược lại, san hô cung cấp carbon dioxit và amoniac mà tảo cần để quang hợp.', 'B. (A)              (B)            (C)', 'C. a. Zooxanthellae và san hô có mối quan hệ hợp tác, cả hai đều có lợi. Nếu Zooxanthellae bị đẩy ra khỏi các polyp san hô thì san hô sẽ chết và các Zooxanthellae không có điều kiện sinh trưởng, phát triển. Sai', 'D. b. Khi gặp các điều kiện bất lợi (stress) như: nhiệt độ môi trường nước biển tăng lên 1- 2°C, độ mặn của nước biển tăng,... các polyp san hô sẽ đẩy các tảo sống trong mô của chúng ra khỏi cơ thể. San hô bị tẩy trắng vẫn tiếp tục sống nhưng sẽ bắt đầu chết dần vì không có thức ăn (hợp chất hữu cơ, nitrogen, oxygen).\tĐúng', 'E. c. Để san hô có thể phục hồi sau khi bị tẩy trắng, cần có tảo quay lại sống trong các mô của polyp san hô, khi đó tảo sẽ thực hiện quá trình quang hợp duy trì sự sống cho san hô. Đúng', 'F. d. Trước xu hướng có sự sự ấm lên toàn cầu, nồng độ carbon dioxide ngày càng cao, các rạn san hô được dự đoán là sẽ ngày càng trở nên hiếm hoi do bị ""tẩy trắng"" và chết. Đúng']",1763302788408-Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
